customer_id,customer_name,birth_date,loan_id,loan_type,account_open_date,loan_amount,currency,status,email,phone_number
CUST00056,,3/2/2015,LN000056,Credit Line,8/25/2017,10303.68,EUR,CLOSED,user56@example.com,(99450) 935-3428
CUST00057,,6/23/2016,LN000057,LOAN,4/2/2021,8546.19,AZN,active,user57@example.com,(99450) 263-9581
CUST00058,Leyla,8/27/2017,LN000058,Loan,invalid_date,11266.05,USD,,user58@example.com,(99450) 899-9683
CUST00059,Leyla,8/5/2020,LN000059,Credit Line,3/10/2018,10372.7,,Active,user59@example.com,(99450) 946-2142
CUST00060,,6/11/2020,LN000060,Credit Line,3/1/2020,9764.57,EUR,Active,user60@example.com,(99450) 142-3649
CUST00061,Ali,1/9/2022,LN000061,Loan,3/24/2016,9193.24,EUR,Active,user61@example.com,(99450) 845-2335
CUST00062,Ali,3/20/2020,LN000062,,invalid_date,14068.6,EUR,Closed,,(99450) 999-7331
CUST00063,,3/26/2018,LN000063,credit,9/7/2016,10052.23,USD,CLOSED,user63@example.com,(99450) 335-3583
CUST00064,Ali,4/7/2017,LN000064,credit,4/20/2017,10761.2,,,user64@example.com,(99450) 464-4659
CUST00065,Murad,8/7/2015,LN000065,,10/22/2016,10711.33,AZN,CLOSED,,(99450) 589-1897
CUST00066,Leyla,11/25/2015,LN000066,,9/10/2017,8569.45,AZN,CLOSED,user66@example.com,(99450) 178-8525
CUST00067,,10/3/2021,LN000067,Loan,5/3/2015,5176.46,USD,,user67@example.com,(99450) 950-2582
CUST00068,Leyla,10/16/2022,LN000068,LOAN,12/21/2019,13816.62,USD,,user68@example.com,(99450) 280-8599
CUST00069,,1/2/2018,LN000069,LOAN,3/7/2020,8873.29,USD,Closed,user69@example.com,
CUST00070,Leyla,12/5/2020,LN000070,LOAN,4/5/2021,10632.12,EUR,CLOSED,user70@example.com,(99450) 532-6291
CUST00071,,7/9/2017,LN000071,,2/11/2016,13995.72,USD,active,user71@example.com,(99450) 202-2420
CUST00072,Aynur,3/20/2017,LN000072,,2/11/2018,8651.49,EUR,Active,user72@example.com,(99450) 414-0108
CUST00073,,1/24/2022,LN000073,LOAN,invalid_date,5813.55,USD,,user73@example.com,(99450) 563-2840
CUST00074,Aynur,8/4/2015,LN000074,LOAN,invalid_date,9346.25,AZN,Active,user74@example.com,(99450) 665-2297
CUST00075,,3/16/2018,LN000075,LOAN,7/1/2016,12908.48,,Active,user75@example.com,(99450) 278-1332
CUST00076,Aynur,9/18/2017,LN000076,,1/6/2019,8415.5,EUR,CLOSED,user76@example.com,(99450) 306-2513
CUST00077,Murad,2/22/2016,LN000077,Credit Line,7/17/2015,7177.05,AZN,Closed,user77@example.com,(99450) 155-1671
CUST00078,,9/4/2019,LN000078,LOAN,4/18/2019,5969.06,,,user78@example.com,(99450) 805-3486
CUST00079,,5/16/2015,LN000079,Loan,4/23/2015,16400.99,EUR,Closed,user79@example.com,(99450) 285-1562
CUST00080,,8/7/2022,LN000080,,8/8/2015,13636.32,,,user80@example.com,(99450) 685-0995
CUST00081,,1/16/2022,LN000081,Loan,1/15/2021,4224.08,AZN,active,user81@example.com,(99450) 418-9447
CUST00082,Ali,,LN000082,LOAN,10/14/2020,11703.48,,Active,user82@example.com,(99450) 500-2024
CUST00083,Leyla,6/14/2021,LN000083,Loan,8/27/2019,13890.22,,Active,user83@example.com,(99450) 141-1305
CUST00084,,3/22/2020,LN000084,Loan,10/19/2020,9767.53,AZN,Closed,user84@example.com,(99450) 558-5570
CUST00085,Ali,2/21/2017,LN000085,Credit Line,12/7/2021,8965.96,,Active,user85@example.com,(99450) 806-1171
CUST00086,,1/5/2018,LN000086,,9/22/2019,9133.37,,active,user86@example.com,(99450) 118-3149
CUST00087,Ali,3/4/2022,LN000087,Credit Line,4/24/2021,13434.12,,Active,user87@example.com,(99450) 858-1270
CUST00088,Murad,,LN000088,Loan,5/18/2016,7850.24,AZN,active,user88@example.com,(99450) 814-6752
CUST00089,,12/14/2015,LN000089,credit,11/8/2020,7895.45,USD,active,user89@example.com,(99450) 811-0385
CUST00090,,12/9/2017,LN000090,credit,8/25/2015,4600.9,AZN,active,user90@example.com,(99450) 556-8183
CUST00091,,1/14/2019,LN000091,credit,12/18/2016,7865.46,,,user91@example.com,(99450) 474-9665
CUST00092,Leyla,12/1/2017,LN000092,Credit Line,2/2/2021,3572.86,EUR,Active,,(99450) 987-8354
CUST00093,Aynur,,LN000093,credit,8/20/2020,9061.18,,active,user93@example.com,(99450) 183-5875
CUST00094,Leyla,7/1/2022,LN000094,LOAN,3/26/2016,13016.23,AZN,CLOSED,user94@example.com,(99450) 212-0644
CUST00095,Ali,2/25/2022,LN000095,Loan,11/14/2021,11032.64,EUR,Active,user95@example.com,(99450) 767-3067
CUST00096,Leyla,10/3/2020,LN000096,Loan,12/22/2019,11381.31,AZN,active,user96@example.com,(99450) 611-4090
CUST00097,Ali,2/15/2022,LN000097,Credit Line,12/14/2021,10679.99,USD,Closed,user97@example.com,(99450) 362-2204
CUST00098,Leyla,11/10/2016,LN000098,Loan,11/3/2019,9412.54,EUR,Active,user98@example.com,(99450) 599-3579
CUST00099,,8/1/2015,LN000099,Credit Line,2/9/2022,9527.3,USD,,user99@example.com,(99450) 539-7058
CUST00100,Leyla,7/10/2020,LN000100,,8/3/2022,10750.18,EUR,,user100@example.com,(99450) 421-6068
CUST00101,Murad,2/25/2017,LN000101,Credit Line,2/20/2016,8707.68,AZN,Closed,user101@example.com,(99450) 130-4956
CUST00102,Aynur,10/7/2018,LN000102,LOAN,1/10/2021,7683.15,EUR,CLOSED,user102@example.com,(99450) 632-4734
CUST00103,,4/1/2019,LN000103,Credit Line,3/19/2020,8932.8,,active,user103@example.com,(99450) 134-1224
CUST00104,Ali,,LN000104,,1/1/2019,6814.55,USD,Closed,user104@example.com,(99450) 778-6024
CUST00105,Ali,12/19/2020,LN000105,credit,invalid_date,8018.41,AZN,CLOSED,user105@example.com,(99450) 964-5352
CUST00106,,2/2/2018,LN000106,LOAN,8/1/2020,12499.52,,CLOSED,user106@example.com,(99450) 610-5526
CUST00107,,6/19/2021,LN000107,,4/9/2019,9364.03,,active,user107@example.com,(99450) 583-1637
CUST00108,,6/26/2021,LN000108,Loan,8/23/2016,10659.1,USD,Active,,(99450) 710-0464
CUST00109,Ali,4/10/2015,LN000109,credit,7/10/2021,11051.31,EUR,,user109@example.com,(99450) 635-6050
CUST00110,Aynur,11/5/2020,LN000110,Loan,9/15/2021,9982.8,AZN,,user110@example.com,(99450) 890-1710
CUST00111,Ali,12/12/2019,LN000111,Loan,4/18/2021,12053.12,USD,Closed,user111@example.com,(99450) 770-7985
CUST00112,,4/6/2021,LN000112,,7/12/2022,8399.33,AZN,Active,,(99450) 354-0647
CUST00113,Murad,,LN000113,,10/8/2020,10766.65,AZN,Active,user113@example.com,(99450) 914-3268
CUST00114,Ali,3/23/2021,LN000114,credit,5/1/2016,7418.88,USD,,user114@example.com,(99450) 327-9220
CUST00115,,2/10/2022,LN000115,Loan,7/13/2020,4288.06,EUR,Active,user115@example.com,(99450) 723-6059
CUST00116,Aynur,8/19/2015,LN000116,LOAN,8/7/2017,8269.54,,Closed,user116@example.com,(99450) 188-7415
CUST00117,Murad,10/5/2021,LN000117,Credit Line,7/16/2020,9518.28,AZN,Closed,user117@example.com,(99450) 817-7522
CUST00118,Murad,7/9/2020,LN000118,LOAN,4/2/2021,7565.77,AZN,,user118@example.com,(99450) 255-5675
CUST00119,Murad,10/26/2015,LN000119,Loan,7/16/2015,13815.77,AZN,Active,user119@example.com,(99450) 303-6690
CUST00120,,6/16/2016,LN000120,Credit Line,3/4/2021,9626.39,EUR,Active,user120@example.com,(99450) 603-0490
CUST00121,,5/1/2019,LN000121,Credit Line,6/10/2015,11477.17,EUR,Active,,(99450) 800-1781
CUST00122,Leyla,5/22/2021,LN000122,,10/6/2017,13146.58,USD,CLOSED,user122@example.com,(99450) 655-1347
CUST00123,Leyla,12/26/2017,LN000123,Loan,4/25/2018,10021.2,,Closed,user123@example.com,(99450) 707-1021
CUST00124,,6/25/2019,LN000124,LOAN,8/7/2022,8406.65,EUR,Active,user124@example.com,
CUST00125,Ali,5/15/2018,LN000125,credit,5/13/2015,7161.51,AZN,,user125@example.com,(99450) 921-7258
CUST00126,,,LN000126,Credit Line,2/10/2016,6024.81,AZN,CLOSED,user126@example.com,(99450) 281-7782
CUST00127,,5/12/2018,LN000127,,7/11/2020,11722.28,AZN,Closed,user127@example.com,(99450) 498-4197
CUST00128,Ali,,LN000128,credit,8/25/2019,12018.13,AZN,CLOSED,user128@example.com,(99450) 684-2879
CUST00129,Murad,7/4/2019,LN000129,credit,6/5/2022,13267.63,EUR,,user129@example.com,(99450) 690-1485
CUST00130,,5/23/2020,LN000130,Loan,5/12/2021,12742.63,USD,active,user130@example.com,(99450) 839-6663
CUST00131,Aynur,,LN000131,,6/9/2020,14141.61,AZN,,user131@example.com,(99450) 570-6361
CUST00132,,2/20/2018,LN000132,Credit Line,5/22/2016,12038.72,USD,CLOSED,user132@example.com,(99450) 852-5436
CUST00133,,3/26/2016,LN000133,Credit Line,12/6/2017,10419.31,,Closed,user133@example.com,(99450) 557-4816
CUST00134,Aynur,5/13/2022,LN000134,Loan,11/11/2020,8818.32,AZN,Closed,,
CUST00135,Aynur,7/2/2022,LN000135,credit,12/6/2022,9701.41,USD,active,user135@example.com,(99450) 955-4192
CUST00136,Aynur,,LN000136,credit,4/15/2022,9987.14,,active,user136@example.com,(99450) 764-7820
CUST00137,Aynur,4/24/2017,LN000137,Loan,3/5/2017,13690.56,EUR,Active,user137@example.com,(99450) 943-9129
CUST00138,,12/1/2017,LN000138,,1/20/2019,12832.96,,CLOSED,user138@example.com,(99450) 795-0464
CUST00139,Aynur,11/5/2017,LN000139,LOAN,7/26/2015,7931.23,AZN,CLOSED,user139@example.com,
CUST00140,Aynur,1/8/2015,LN000140,,4/22/2017,10789.35,,CLOSED,user140@example.com,(99450) 417-2515
CUST00141,Murad,12/14/2018,LN000141,LOAN,4/26/2021,3950.61,EUR,,user141@example.com,(99450) 411-0439
CUST00142,,,LN000142,Credit Line,9/16/2015,11540.71,,,user142@example.com,(99450) 934-5316
CUST00143,,,LN000143,,2/2/2020,11251.98,,active,user143@example.com,(99450) 921-1729
CUST00144,,10/8/2015,LN000144,LOAN,3/6/2015,9034.64,AZN,active,user144@example.com,(99450) 706-3722
CUST00145,,10/2/2016,LN000145,Loan,12/21/2015,9864.27,AZN,,user145@example.com,(99450) 147-5519
CUST00146,,4/26/2021,LN000146,,2/10/2016,12357.34,USD,,user146@example.com,(99450) 711-3758
CUST00147,,11/24/2019,LN000147,Credit Line,invalid_date,9180.39,USD,Closed,user147@example.com,(99450) 909-5569
CUST00148,Murad,9/4/2019,LN000148,LOAN,4/24/2015,7550.37,AZN,CLOSED,user148@example.com,(99450) 705-2396
CUST00149,,8/3/2015,LN000149,LOAN,2/23/2018,11488.09,,CLOSED,user149@example.com,(99450) 141-6916
CUST00150,Murad,4/18/2022,LN000150,,2/10/2019,9686.71,AZN,CLOSED,user150@example.com,(99450) 486-8295
CUST00151,Ali,8/23/2022,LN000151,Loan,11/10/2015,12659.75,AZN,CLOSED,user151@example.com,(99450) 212-8636
CUST00152,Leyla,12/17/2019,LN000152,credit,1/17/2022,10076.21,USD,Active,user152@example.com,(99450) 732-1941
CUST00153,,9/3/2021,LN000153,credit,12/17/2016,3354.99,AZN,active,user153@example.com,(99450) 189-0018
CUST00154,Ali,1/20/2015,LN000154,Loan,1/2/2017,10644.63,,active,user154@example.com,(99450) 121-3005
CUST00155,Aynur,11/19/2020,LN000155,,7/22/2017,10933.71,AZN,Active,user155@example.com,(99450) 138-4608
CUST00156,Murad,9/19/2018,LN000156,Credit Line,1/22/2022,12814.6,USD,CLOSED,user156@example.com,(99450) 440-7561
CUST00157,Murad,,LN000157,Loan,8/8/2018,8122.58,,active,user157@example.com,(99450) 309-2074
CUST00158,Ali,4/19/2020,LN000158,Credit Line,2/6/2017,8793.41,,CLOSED,user158@example.com,(99450) 708-0825
CUST00159,Murad,5/5/2022,LN000159,LOAN,12/23/2021,8198.08,EUR,active,,(99450) 721-9250
CUST00160,Aynur,4/27/2015,LN000160,LOAN,4/9/2022,12615.82,AZN,active,,(99450) 924-7546
CUST00161,Ali,7/16/2019,LN000161,credit,3/8/2017,7260.02,USD,Closed,user161@example.com,(99450) 608-5535
CUST00162,Leyla,5/10/2019,LN000162,,6/3/2018,11579.82,,CLOSED,user162@example.com,
CUST00163,Aynur,10/5/2020,LN000163,,10/12/2017,7981.09,EUR,Active,user163@example.com,(99450) 893-0182
CUST00164,Leyla,11/11/2019,LN000164,,12/18/2020,,,CLOSED,user164@example.com,(99450) 699-9248
CUST00165,,9/10/2018,LN000165,credit,8/26/2015,3274.31,EUR,CLOSED,user165@example.com,(99450) 590-1454
CUST00166,Ali,6/7/2015,LN000166,LOAN,10/18/2017,9319.44,EUR,active,user166@example.com,
CUST00167,Murad,10/9/2022,LN000167,Loan,6/27/2019,9833.07,AZN,Active,user167@example.com,(99450) 174-9780
CUST00168,,2/5/2016,LN000168,Loan,10/20/2015,11797.96,USD,Active,user168@example.com,(99450) 347-1352
CUST00169,Murad,3/8/2020,LN000169,LOAN,8/16/2020,7303.35,AZN,,user169@example.com,(99450) 409-4430
CUST00170,Leyla,6/20/2015,LN000170,,invalid_date,10650.14,EUR,,user170@example.com,(99450) 508-1041
CUST00171,,9/13/2021,LN000171,Loan,6/2/2015,16284.11,,CLOSED,user171@example.com,(99450) 820-7503
CUST00172,Murad,12/19/2020,LN000172,,3/23/2022,12977.21,EUR,Closed,user172@example.com,(99450) 285-6114
CUST00173,Aynur,7/27/2020,LN000173,,invalid_date,9562.29,AZN,Closed,user173@example.com,(99450) 737-6173
CUST00174,,7/3/2017,LN000174,LOAN,8/17/2019,10209.51,EUR,Active,user174@example.com,(99450) 760-7959
CUST00175,Ali,12/26/2016,LN000175,Loan,10/21/2022,8809.75,USD,Active,,(99450) 243-3567
CUST00176,Leyla,9/7/2022,LN000176,,8/6/2015,11406.77,AZN,active,user176@example.com,(99450) 218-2094
CUST00177,Murad,12/25/2019,LN000177,Credit Line,6/14/2019,6768.93,AZN,CLOSED,user177@example.com,(99450) 177-0646
CUST00178,,9/24/2015,LN000178,,2/11/2020,8966,USD,active,user178@example.com,(99450) 912-0320
CUST00179,Aynur,6/26/2019,LN000179,credit,invalid_date,8116.92,EUR,Closed,user179@example.com,(99450) 264-3271
CUST00180,Leyla,,LN000180,,5/16/2018,8898.02,AZN,,user180@example.com,(99450) 447-8939
CUST00181,Ali,5/16/2019,LN000181,credit,10/24/2015,10521.14,AZN,Closed,user181@example.com,(99450) 128-3132
CUST00182,Ali,12/5/2017,LN000182,credit,7/25/2015,4408.39,AZN,,user182@example.com,(99450) 766-7860
CUST00183,Leyla,4/25/2017,LN000183,LOAN,9/10/2022,9218.58,EUR,Closed,,(99450) 471-3632
CUST00184,,1/14/2015,LN000184,Loan,10/26/2015,8694.1,,active,user184@example.com,(99450) 556-8642
CUST00185,Aynur,5/22/2015,LN000185,LOAN,6/3/2017,12376.57,USD,Active,user185@example.com,(99450) 846-4255
CUST00186,Leyla,7/25/2022,LN000186,Loan,2/8/2017,7684.84,,,user186@example.com,(99450) 948-1332
CUST00187,Ali,8/6/2016,LN000187,LOAN,7/19/2021,10561.48,EUR,Closed,user187@example.com,(99450) 663-4439
CUST00188,,5/8/2018,LN000188,LOAN,1/13/2015,9568.69,EUR,,user188@example.com,(99450) 959-5468
CUST00189,Murad,10/8/2018,LN000189,LOAN,8/16/2019,12577.55,USD,,user189@example.com,(99450) 189-4193
CUST00190,,12/5/2016,LN000190,,6/5/2016,12186.47,USD,,user190@example.com,(99450) 630-4806
CUST00191,,11/22/2022,LN000191,Credit Line,6/8/2015,14179.15,,Closed,user191@example.com,(99450) 688-6997
CUST00192,Aynur,,LN000192,,12/26/2022,12677.21,,CLOSED,,(99450) 628-5335
CUST00193,,4/13/2019,LN000193,credit,3/2/2019,10741.93,AZN,Active,user193@example.com,(99450) 498-1126
CUST00194,Ali,3/6/2019,LN000194,credit,4/18/2022,11996.42,USD,Active,user194@example.com,(99450) 109-2328
CUST00195,Ali,5/15/2022,LN000195,LOAN,11/27/2016,9340.75,EUR,CLOSED,user195@example.com,(99450) 195-5606
CUST00196,,8/18/2016,LN000196,credit,9/20/2015,10260.72,EUR,active,user196@example.com,(99450) 959-4725
CUST00197,Ali,7/24/2019,LN000197,credit,8/11/2016,10369.92,AZN,active,user197@example.com,(99450) 730-0173
CUST00198,,2/15/2015,LN000198,credit,10/5/2017,7802.46,,active,user198@example.com,(99450) 370-9476
CUST00199,,10/25/2019,LN000199,,2/20/2016,13211.24,EUR,active,user199@example.com,(99450) 564-2564
CUST00200,Leyla,1/13/2017,LN000200,LOAN,8/16/2019,12477.65,USD,Active,user200@example.com,(99450) 189-3163
CUST00201,,,LN000201,,7/26/2022,13474.44,,,user201@example.com,(99450) 933-3807
CUST00202,,,LN000202,Loan,9/18/2021,9604.38,AZN,,user202@example.com,(99450) 850-7427
CUST00203,Ali,7/6/2019,LN000203,LOAN,9/17/2016,9788.91,AZN,Closed,user203@example.com,(99450) 253-2591
CUST00204,Leyla,5/6/2019,LN000204,Credit Line,11/5/2020,8368.16,,Active,user204@example.com,(99450) 628-5877
CUST00205,Aynur,5/21/2021,LN000205,Loan,2/10/2016,7074.99,USD,,user205@example.com,(99450) 237-2378
CUST00206,Aynur,3/17/2016,LN000206,,12/17/2017,,EUR,,user206@example.com,(99450) 345-7686
CUST00207,,1/19/2015,LN000207,LOAN,12/16/2018,11694.91,EUR,CLOSED,user207@example.com,(99450) 602-9323
CUST00208,Murad,1/17/2018,LN000208,Loan,5/2/2022,8577.29,,CLOSED,,(99450) 203-9557
CUST00209,Murad,12/8/2016,LN000209,,7/6/2021,5284.6,EUR,Active,user209@example.com,(99450) 815-1594
CUST00210,Murad,,LN000210,credit,12/19/2018,10073.89,USD,Active,user210@example.com,(99450) 811-2975
CUST00211,Leyla,6/3/2020,LN000211,Loan,2/8/2015,11823.72,EUR,CLOSED,user211@example.com,(99450) 888-3475
CUST00212,Aynur,1/22/2018,LN000212,Loan,invalid_date,8552.74,EUR,Active,user212@example.com,(99450) 799-3696
CUST00213,Aynur,11/25/2020,LN000213,Loan,invalid_date,11028.89,EUR,,user213@example.com,(99450) 547-7283
CUST00214,Ali,7/15/2021,LN000214,Loan,12/4/2021,11571,EUR,Closed,user214@example.com,(99450) 277-7587
CUST00215,Leyla,2/11/2020,LN000215,,10/12/2015,10595.49,EUR,Closed,user215@example.com,(99450) 815-6017
CUST00216,,12/2/2020,LN000216,Credit Line,1/7/2021,11957.27,,active,user216@example.com,(99450) 131-0302
CUST00217,,2/15/2016,LN000217,Credit Line,1/21/2017,8504.06,AZN,active,user217@example.com,(99450) 835-9445
CUST00218,Aynur,2/20/2021,LN000218,Credit Line,5/1/2018,11897.87,AZN,Active,user218@example.com,(99450) 228-4354
CUST00219,Murad,8/15/2015,LN000219,,5/2/2020,13921.89,,Closed,user219@example.com,(99450) 999-5131
CUST00220,Aynur,10/19/2021,LN000220,Loan,11/5/2017,15823.12,,active,user220@example.com,(99450) 150-4696
CUST00221,Murad,4/10/2019,LN000221,,5/15/2017,5372.47,,CLOSED,,(99450) 103-3042
CUST00222,Leyla,1/20/2016,LN000222,,2/27/2019,10531.45,AZN,Closed,user222@example.com,(99450) 558-1972
CUST00223,,6/21/2016,LN000223,LOAN,2/21/2017,10165.77,EUR,Closed,user223@example.com,(99450) 620-4570
CUST00224,,11/11/2020,LN000224,,2/26/2018,12672.35,USD,active,user224@example.com,(99450) 938-4536
CUST00225,Leyla,9/23/2017,LN000225,,10/22/2015,,EUR,Active,user225@example.com,(99450) 529-0021
CUST00226,Leyla,11/22/2021,LN000226,,8/21/2021,13206.4,,CLOSED,,(99450) 958-4248
CUST00227,,8/4/2018,LN000227,,1/13/2020,13811.69,AZN,,user227@example.com,(99450) 405-4872
CUST00228,Aynur,3/27/2017,LN000228,credit,6/9/2016,9986.93,EUR,active,user228@example.com,(99450) 396-4816
CUST00229,,10/19/2016,LN000229,LOAN,10/5/2016,8670.39,USD,active,user229@example.com,(99450) 362-7917
CUST00230,Aynur,,LN000230,Loan,8/24/2020,9324.86,EUR,,user230@example.com,(99450) 842-7531
CUST00231,Leyla,10/22/2018,LN000231,Credit Line,10/26/2016,6902.59,EUR,,user231@example.com,(99450) 565-2360
CUST00232,Murad,,LN000232,,7/7/2022,8186.32,,,,(99450) 471-5027
CUST00233,,12/26/2015,LN000233,,2/7/2019,13144.19,USD,Closed,user233@example.com,(99450) 550-0499
CUST00234,,10/13/2015,LN000234,Loan,8/20/2017,11480.08,AZN,active,user234@example.com,(99450) 631-2025
CUST00235,,9/15/2016,LN000235,,3/3/2022,6029.68,USD,Active,user235@example.com,
CUST00236,,8/11/2021,LN000236,Loan,5/15/2017,15354.96,,CLOSED,user236@example.com,(99450) 938-2926
CUST00237,Ali,1/26/2019,LN000237,credit,2/12/2016,8288.43,EUR,Active,user237@example.com,(99450) 949-9282
